legal_status,address,caretaker,date,dbh,plot_size,latitude,longitude,species_english,species_latin,year,Native,Family
Permitted Site,586 Somerset St,Private,24/12/2014,3,3x3,37.72435188,-122.4066919,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,225 Capistrano Ave,Private,24/12/2014,3,3x3,37.72756,-122.4382531,Maidenhair Tree,Ginkgo biloba,2014,Exotic,Ginkgo
DPW Maintained,627 Goettingen St,Private,24/12/2014,3,3x3,37.72403595,-122.4053195,Peppermint willow 'After Dark',Agonis flexuosa 'After Dark',2014,Exotic,Agonis
Permitted Site,60 Lurline St,Private,24/12/2014,3,3x3,37.75955615,-122.4711962,Purple Leaf Plum Krauter Vesuvius,Prunus cerasifera 'Krauter vesuvius',2014,Exotic,Prunus
DPW Maintained,220 Gaven St,Private,24/12/2014,3,3x3,37.732984,-122.4101081,Peppermint Willow,Agonis flexuosa,2014,Exotic,Agonis
Permitted Site,61-79X Santa Ysabel Ave,Private,24/12/2014,3,3x3,37.72745042,-122.4392362,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
DPW Maintained,222 Theresa St,Private,24/12/2014,3,3x3,37.72981971,-122.4357157,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
DPW Maintained,838 Kansas St,Private,24/12/2014,3,3x3,37.75903191,-122.4030878,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
DPW Maintained,210 Gaven St,Private,24/12/2014,3,3x3,37.73305747,-122.4098707,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
DPW Maintained,401-423X Wheeler Ave,Private,24/12/2014,3,3x3,37.71068241,-122.4004316,New Zealand Xmas Tree,Metrosideros excelsa,2014,Exotic,Metrosideros
Permitted Site,752 CAYUGA AVE,Private,24/12/2014,3,4x2,37.72606051,-122.437539,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
DPW Maintained,208 Goettingen St,Private,24/12/2014,3,3x3,37.72906669,-122.407569,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
Permitted Site,60 Girard St,Private,24/12/2014,3,3x3,37.73142675,-122.4063482,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
DPW Maintained,40 Sweeny St,Private,24/12/2014,3,3x3,37.73329662,-122.4070731,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
Permitted Site,1490-1498X 17th Ave,Private,24/12/2014,3,3x3,37.76086075,-122.4747896,Lemon Scented Tea Tree,Leptospermum petersonii,2014,Exotic,Leptospermum
DPW Maintained,157 25th Ave,DPW,27/12/2014,3,3x3,37.78653768,-122.4853006,Ornamental Pear,Pyrus calleryana,2014,Exotic,Pyrus
DPW Maintained,1800 Cabrillo St,DPW,27/12/2014,3,3x3,37.77479868,-122.4780874,Ornamental Pear,Pyrus calleryana,2014,Exotic,Pyrus
DPW Maintained,2245 Sacramento St,DPW,27/12/2014,3,3X4,37.79027049,-122.4299598,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
DPW Maintained,1765 Sutter St,Private,29/12/2014,3,4X4,37.78651097,-122.4293172,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
Permitted Site,47 Manchester St,Private,29/12/2014,3,3x3,37.7459832,-122.4141888,Dracena Palm,Cordyline australis,2014,Exotic,Cordyline
Permitted Site,3103 Harrison St,Private,29/12/2014,3,3x3,37.74825341,-122.4114104,Chinese Pistache,Pistacia chinensis,2014,Exotic,Pistacia
Permitted Site,3103 Harrison St,Private,29/12/2014,3,3x3,37.74825341,-122.4114104,Chinese Pistache,Pistacia chinensis,2014,Exotic,Pistacia
DPW Maintained,430 Hayes St,Private,29/12/2014,3,3x3,37.77686793,-122.4236996,Weeping Bottlebrush,Callistemon viminalis,2014,Exotic,Callistemon
Permitted Site,47 Manchester St,Private,29/12/2014,3,3x3,37.7459832,-122.4141888,Dracena Palm,Cordyline australis,2014,Exotic,Cordyline
Permitted Site,47 Manchester St,Private,29/12/2014,3,3x3,37.7459832,-122.4141888,Dracena Palm,Cordyline australis,2014,Exotic,Cordyline
DPW Maintained,331 19th Ave,Private,29/12/2014,3,3x3,37.78165625,-122.4784834,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
DPW Maintained,669 Parker Ave,Private,29/12/2014,3,3x3,37.77609193,-122.4531035,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,247 Rose St,Private,29/12/2014,3,3x3,37.77324042,-122.4247227,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,47 Manchester St,Private,29/12/2014,3,3x3,37.7459832,-122.4141888,Dracena Palm,Cordyline australis,2014,Exotic,Cordyline
Permitted Site,47 Manchester St,Private,29/12/2014,3,3x3,37.7459832,-122.4141888,Dracena Palm,Cordyline australis,2014,Exotic,Cordyline
DPW Maintained,1454 38th Ave,Private,29/12/2014,3,3x3,37.75975365,-122.4972032,Fruitless Olive,Olea europaea 'Fruitless',2014,Exotic,Olea
Permitted Site,153 Buchanan St,Private,29/12/2014,3,3x3,37.7711419,-122.4269694,Daybreak Yoshino Cherry,Prunus x yedoensis 'Akebono',2014,Exotic,Prunus
DPW Maintained,842 43rd Ave,Private,30/12/2014,3,3x3,37.77269036,-122.5034717,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,82-98X Pierce St,Private,30/12/2014,3,3x3,37.77027753,-122.4334515,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
DPW Maintained,842 43rd Ave,Private,30/12/2014,3,3x3,37.77274511,-122.5034769,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Section 143,64 Sanchez St,Private,30/12/2014,3,3x3,37.76823395,-122.4313627,Victorian Box,Pittosporum undulatum,2014,Exotic,Pittosporum
DPW Maintained,30 Almaden Ct,Private,30/12/2014,3,3x3,37.7803586,-122.4578421,California Sycamore,Platanus racemosa,2014,Exotic,Platanus
Permitted Site,40 Langton St,Private,30/12/2014,3,3x3,37.77700546,-122.4093679,Japanese Blueberry Tree,Elaeocarpus decipiens,2014,Exotic,Elaeocarpus
Permitted Site,53 Woodward St,Private,30/12/2014,3,3x3,37.76902314,-122.4207918,Australian Willow,Geijera parviflora,2014,Exotic,Geijera
Permitted Site,2610 Lake St,Private,30/12/2014,3,3x3,37.78575874,-122.4875917,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,82-98X Pierce St,Private,30/12/2014,3,3x3,37.77027753,-122.4334515,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
DPW Maintained,1469-1471 McAllister St,Private,30/12/2014,3,3x3,37.77801771,-122.4361634,Evergreen Pear,Pyrus kawakamii,2014,Exotic,Pyrus
Permitted Site,11 Otsego Ave,Private,30/12/2014,3,3x3,37.72702875,-122.4388345,Bailey's Acacia,Acacia baileyana,2014,Exotic,Acacia
Permitted Site,99 ORD ST,Private,30/12/2014,3,3x3,37.76233777,-122.4400405,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,2610 Lake St,Private,30/12/2014,3,3x3,37.78575874,-122.4875917,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
DPW Maintained,35 Cashmere St,DPW,31/12/2014,3,3X4,37.73561319,-122.3825441,Red Flowering Gum,Corymbia ficifolia,2014,Exotic,Corymbia
DPW Maintained,384 Allison St,Private,31/12/2014,3,3x3,37.71014631,-122.4407385,Peppermint Willow,Agonis flexuosa,2014,Exotic,Agonis
DPW Maintained,1232 Masonic Ave,DPW,01/01/2015,3,3x3,37.7697831,-122.4451573,Brisbane Box,Lophostemon confertus,2015,Exotic,Lophostemon
DPW Maintained,566 Rhode Island St,Private,02/01/2015,3,3x3,37.76260192,-122.4024651,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2015,Exotic,Prunus
DPW Maintained,2000-2038X 17th St,Private,02/01/2015,3,3x3,37.7647669,-122.4038564,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
DPW Maintained,1880 Filbert St,Private,02/01/2015,3,3x3,37.79876826,-122.4303598,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2015,Exotic,Tristaniopsis
DPW Maintained,375 Rhode Island St,Private,02/01/2015,3,3x3,37.76529028,-122.4025126,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
Permitted Site,1950X Beach St,Private,02/01/2015,3,3x3,37.80391014,-122.4406133,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2015,Exotic,Prunus
DPW Maintained,3024 Pierce St,Private,02/01/2015,3,3x3,37.79796484,-122.4389586,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
DPW Maintained,375 Rhode Island St,Private,02/01/2015,3,3x3,37.76520594,-122.4025088,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
DPW Maintained,2922 Lyon St,Private,02/01/2015,3,3x3,37.79789036,-122.4471314,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
DPW Maintained,2956 Scott St,Private,02/01/2015,3,3x3,37.79709889,-122.4404826,Cajeput,Melaleuca quinquenervia,2015,Exotic,Melaleuca
DPW Maintained,460 Vermont St,Private,02/01/2015,3,3x3,37.76369188,-122.4045115,Peppermint willow 'After Dark',Agonis flexuosa 'After Dark',2015,Exotic,Agonis
Permitted Site,1822-1898X 23rd St,Private,02/01/2015,3,3x3,37.75485641,-122.3979546,Weeping Bottlebrush,Callistemon viminalis,2015,Exotic,Callistemon
DPW Maintained,1101 Kansas St,Private,02/01/2015,3,3x3,37.75573208,-122.4025811,Jacaranda,Jacaranda mimosifolia,2015,Exotic,Jacaranda
DPW Maintained,375 Rhode Island St,Private,02/01/2015,3,3x3,37.76525081,-122.40251,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
Permitted Site,443 Pennsylvania Ave,Private,02/01/2015,3,3x3,37.7609288,-122.3933659,Jacaranda,Jacaranda mimosifolia,2015,Exotic,Jacaranda
DPW Maintained,877 Rhode Island St,Private,02/01/2015,3,3x3,37.75872001,-122.4018962,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2015,CA Native,Ceanothus
DPW Maintained,3219 Laguna St,Private,02/01/2015,3,3x3,37.80081259,-122.4312655,Hybrid Strawberry Tree,Arbutus 'Marina',2015,Exotic,Arbutus
DPW Maintained,1849 Chestnut St,Private,02/01/2015,3,3x3,37.80106048,-122.4337727,Hybrid Strawberry Tree,Arbutus 'Marina',2015,Exotic,Arbutus
DPW Maintained,2382 Union St,Private,02/01/2015,3,3x3,37.79676299,-122.4384892,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2015,Exotic,Prunus
DPW Maintained,673 Kansas St,Private,02/01/2015,3,6x4,37.76129371,-122.4031049,Swamp Myrtle,Tristaniopsis laurina,2015,Exotic,Tristaniopsis
DPW Maintained,479 Pennsylvania Ave,Private,02/01/2015,3,3x3,37.7604819,-122.3932799,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
DPW Maintained,2436 Greenwich St,Private,02/01/2015,3,3x3,37.79852117,-122.4397808,Brisbane Box,Lophostemon confertus,2015,Exotic,Lophostemon
Permitted Site,1950X Beach St,Private,02/01/2015,3,3x3,37.80391014,-122.4406133,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2015,Exotic,Prunus
DPW Maintained,702 Vermont St,Private,02/01/2015,3,3x3,37.76061446,-122.4042305,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2015,CA Native,Ceanothus
DPW Maintained,2000-2038X 17th St,Private,02/01/2015,3,3x3,37.76476993,-122.4038075,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
Permitted Site,1950X Beach St,Private,02/01/2015,3,3x3,37.80391014,-122.4406133,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2015,Exotic,Prunus
DPW Maintained,1028 Rhode Island St,Private,02/01/2015,3,3x3,37.75670155,-122.4018994,Trident Maple,Acer buergeranum,2015,Exotic,Acer
DPW Maintained,2000-2038X 17th St,Private,02/01/2015,3,3x3,37.76476462,-122.4039035,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
DPW Maintained,2149 Taraval St,DPW,03/01/2015,3,3x3,37.74235644,-122.4893891,Yew Pine,Podocarpus macrophyllus,2015,Exotic,Podocarpus
Permitted Site,77 Beale St,Private,05/01/2015,3,3x3,37.79150508,-122.396128,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.79142901,-122.3959924,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x misson st,Private,05/01/2015,3,3x3,37.79150508,-122.396128,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Permitted Site,90x Main St,Private,05/01/2015,3,3x3,37.79150508,-122.396128,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Permitted Site,90x Main St,Private,05/01/2015,3,3x3,37.79150508,-122.396128,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.79145561,-122.396023,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.79135709,-122.3959129,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.79140423,-122.3959603,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
Permitted Site,1350 Church St,Private,05/01/2015,3,3x3,37.74926751,-122.4272667,Samuel Sommer Magnolia,Magnolia grandiflora 'Samuel Sommer',2015,Exotic,Magnolia
DPW Maintained,1260 Potrero Ave,Private,05/01/2015,3,0,37.75223404,-122.4063988,Saint Mary Magnolia,Magnolia grandiflora 'Saint Mary',2015,Exotic,Magnolia
Permitted Site,90x Main St,Private,05/01/2015,3,3x3,37.79150508,-122.396128,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.79138852,-122.3959442,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.79154929,-122.3961324,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Permitted Site,77 Beale St,Private,05/01/2015,3,3x3,37.79150508,-122.396128,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Permitted Site,56 Julian Ave,Private,05/01/2015,3,3x3,37.76729989,-122.4212139,Ginkgo: Autumn Gold,Ginkgo biloba 'Autumn Gold',2015,Exotic,Ginkgo
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.7915227,-122.3960995,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
Property Tree,200x Mission St,Private,05/01/2015,3,3x3,37.79186106,-122.394982,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
Permitted Site,90x Main St,Private,05/01/2015,3,3x3,37.79150508,-122.396128,Southern Magnolia,Magnolia grandiflora,2015,Exotic,Magnolia
DPW Maintained,77 Beale St,Private,05/01/2015,3,3x3,37.79148885,-122.3960589,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
Permitted Site,701-799X Felton St,Private,06/01/2015,3,3x3,37.72827736,-122.4115386,Hybrid Strawberry Tree,Arbutus 'Marina',2015,Exotic,Arbutus
DPW Maintained,2055 Sunnydale Ave,SFUSD,06/01/2015,3,3x3,37.71369921,-122.4226431,Strawberry Tree,Arbutus unedo,2015,Exotic,Arbutus
DPW Maintained,2055 Sunnydale Ave,SFUSD,06/01/2015,3,3x3,37.71363624,-122.4223923,Washington Hawthorn,Crataegus phaenopyrum,2015,Exotic,Crataegus
Section 143,101x FREMONT ST,Private,06/01/2015,3,5x5,37.79048045,-122.3966408,Trident Maple,Acer buergeranum,2015,Exotic,Acer
Permitted Site,3301x 18TH ST,Private,06/01/2015,3,3x3,37.76191417,-122.4172448,Birchbark Cherry,Prunus serrula,2015,Exotic,Prunus
DPW Maintained,699 Paris St,Private,06/01/2015,3,3x3,37.71781218,-122.4377969,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2015,CA Native,Ceanothus
DPW Maintained,2055 Sunnydale Ave,SFUSD,06/01/2015,3,3x3,37.71364778,-122.4224308,Strawberry Tree,Arbutus unedo,2015,Exotic,Arbutus
Permitted Site,2055 Sunnydale Ave,SFUSD,06/01/2015,3,3x3,37.71228164,-122.4180546,Washington Hawthorn,Crataegus phaenopyrum,2015,Exotic,Crataegus
Permitted Site,701-799X Felton St,Private,06/01/2015,3,3x3,37.72827736,-122.4115386,Hybrid Strawberry Tree,Arbutus 'Marina',2015,Exotic,Arbutus
Undocumented,2850 CESAR CHAVEZ ST,DPW,06/01/2015,3,3x3,37.74888668,-122.4066756,Santa Cruz Ironwood,Lyonothamnus floribundus subsp. asplenifolius,2015,CA Native,Lyonothamnus
DPW Maintained,2055 Sunnydale Ave,SFUSD,06/01/2015,3,3x3,37.71367192,-122.4225396,Strawberry Tree,Arbutus unedo,2015,Exotic,Arbutus
DPW Maintained,699 Paris St,Private,06/01/2015,3,3x3,37.71778547,-122.4378164,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2015,CA Native,Ceanothus
DPW Maintained,406 CENTRAL AVE,Private,06/01/2015,3,3x6,37.77343959,-122.4441029,Victorian Box,Pittosporum undulatum,2015,Exotic,Pittosporum
DPW Maintained,2055 Sunnydale Ave,SFUSD,06/01/2015,3,3x3,37.71366248,-122.4224892,Washington Hawthorn,Crataegus phaenopyrum,2015,Exotic,Crataegus
DPW Maintained,285 Allison St,Private,07/01/2015,3,3x3,37.71137756,-122.4411443,Queen Palm,Syagrus romanzoffianum,2015,Exotic,Syagrus
DPW Maintained,285 Allison St,Private,07/01/2015,3,3x3,37.71141105,-122.4411576,Queen Palm,Syagrus romanzoffianum,2015,Exotic,Syagrus
DPW Maintained,459 Potrero Ave,DPW,08/01/2015,3,3x3,37.76370584,-122.4072121,Saint Mary Magnolia,Magnolia grandiflora 'Saint Mary',2015,Exotic,Magnolia
Permitted Site,566 Moultrie St,Private,09/01/2015,3,3x3,37.73761333,-122.4160046,Ginkgo: Autumn Gold,Ginkgo biloba 'Autumn Gold',2015,Exotic,Ginkgo
Permitted Site,624 Moultrie St,Private,09/01/2015,3,3x3,37.73683231,-122.4160764,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2015,Exotic,Prunus
Permitted Site,1612 York St,Private,09/01/2015,3,3x3,37.74732513,-122.406841,Purple Leaf Plum Krauter Vesuvius,Prunus cerasifera 'Krauter vesuvius',2015,Exotic,Prunus
DPW Maintained,378 Allison St,Private,09/01/2015,3,3x3,37.7102281,-122.4407691,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2015,CA Native,Ceanothus
Permitted Site,749 Moultrie St,Private,09/01/2015,3,3x3,37.73539199,-122.4160151,Trident Maple,Acer buergeranum,2015,Exotic,Acer
Permitted Site,463 Ellsworth St,Private,09/01/2015,3,3x3,37.73759977,-122.4145746,Cajeput,Melaleuca quinquenervia,2015,Exotic,Melaleuca
Permitted Site,33 Prospect Ave,Private,09/01/2015,3,3x3,37.74467708,-122.4177596,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
Permitted Site,170 Highland Ave,Private,09/01/2015,3,3x3,37.73718989,-122.4219838,Chilean Soapbark,Quillaja saponaria,2015,Exotic,Quillaja
Permitted Site,95 Coleridge St,Private,09/01/2015,3,3x3,37.7441872,-122.4192507,Swamp Myrtle,Tristaniopsis laurina,2015,Exotic,Tristaniopsis
Permitted Site,36 Winfield St,Private,09/01/2015,3,3x3,37.74469275,-122.4172695,Peppermint Willow,Agonis flexuosa,2015,Exotic,Agonis
Permitted Site,16 Hanover St,Private,09/01/2015,3,3x3,37.71023337,-122.4398942,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2015,Exotic,Prunus
DPW Maintained,85 Concord St,Private,09/01/2015,3,3x3,37.71231494,-122.4425963,California lilac,Ceanothus Sps,2015,CA Native,Ceanothus
Permitted Site,565 Banks St,Private,09/01/2015,3,3x3,37.73616731,-122.4128287,Fern Pine,Podocarpus gracilor,2015,Exotic,Podocarpus
DPW Maintained,321 Allison St,Private,09/01/2015,3,3x3,37.71090765,-122.4409396,Cabada palm,Dypsis cabadae,2015,Exotic,Dypsis
Permitted Site,214 Bradford St,Private,09/01/2015,3,3x3,37.7393116,-122.4096184,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2015,CA Native,Ceanothus
Permitted Site,200 Cordova St,Private,09/01/2015,3,3x3,37.71144933,-122.4356426,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2015,CA Native,Ceanothus
DPW Maintained,312 Allison St,Private,09/01/2015,3,3x3,37.71098316,-122.4410964,Ornamental Cherry,Prunus serrulata,2015,Exotic,Prunus
Permitted Site,361 Elsie St,Private,12/01/2015,3,3x3,37.73865569,-122.4200774,Bronze Loquat,Eriobotrya deflexa,2015,Exotic,Eriobotrya
Permitted Site,518 Banks St,Private,12/01/2015,3,3x3,37.73672425,-122.4129724,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2015,Exotic,Magnolia
Permitted Site,418 Anderson St,Private,12/01/2015,3,3x3,37.73812661,-122.415336,Purple Leaf Plum Krauter Vesuvius,Prunus cerasifera 'Krauter vesuvius',2015,Exotic,Prunus
Permitted Site,316 Columbus Ave,Private,13/01/2015,3,3X3,37.79817236,-122.4067987,Laurel Fig,Ficus nitida,2015,Exotic,Ficus
Permitted Site,115B Prospect Ave,Private,13/01/2015,3,3x3,37.74328876,-122.418655,Hybrid Strawberry Tree,Arbutus 'Marina',2015,Exotic,Arbutus
Permitted Site,1801 Green St,Public Library,13/01/2015,3,3x3,37.79682822,-122.4290199,Ornamental Cherry,Prunus serrulata,2015,Exotic,Prunus
Permitted Site,643 Naples St,Private,15/01/2015,3,3x3,37.71854916,-122.4327619,Maidenhair Tree,Ginkgo biloba,2015,Exotic,Ginkgo
