legal_status,address,caretaker,date,dbh,plot_size,latitude,longitude,species_english,species_latin,year,Native,Family
Permitted Site,2559 Van Ness Ave,Private,26/11/2014,3,3x3,37.79924008,-122.4243584,Bloodgood London Plane,Platanus x hispanica 'Bloodgood',2014,Exotic,Platanus
DPW Maintained,1501X Filbert St,Private,26/11/2014,3,3x3,37.7993606,-122.4246522,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,2559 Van Ness Ave,Private,26/11/2014,3,3x3,37.79924653,-122.424294,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,1501X Filbert St,Private,26/11/2014,3,3x3,37.79936988,-122.4245921,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,1501X Filbert St,Private,26/11/2014,3,3x3,37.79937861,-122.424532,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,2559 Van Ness Ave,Private,26/11/2014,3,3x3,37.79920141,-122.4242875,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,2559 Van Ness Ave,Private,26/11/2014,3,3x3,37.79913228,-122.4242673,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,101 28th St,Private,30/11/2014,13,3x3,37.74536252,-122.4248723,Indian Laurel Fig Tree 'Green Gem',Ficus microcarpa nitida 'Green Gem',2014,Exotic,Ficus
DPW Maintained,10X Masonic Ave,DPW,30/11/2014,3,3X3,37.78229344,-122.4472193,Maidenhair Tree,Ginkgo biloba,2014,Exotic,Ginkgo
Permitted Site,250 DOUGLASS ST,Private,01/12/2014,3,3x3,37.75949318,-122.4393479,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,250 Douglass St,Private,01/12/2014,3,3x3,37.7594932,-122.439348,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,250 Douglass St,Private,01/12/2014,2,Width 3ft,37.7597027,-122.4393072,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
Permitted Site,250 Douglass St,Private,01/12/2014,3,Width 3ft,37.75951348,-122.4393026,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
DPW Maintained,800 Presidio Ave,Private,02/12/2014,3,3x3,37.78444802,-122.4043075,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,800 Presidio Ave,Private,02/12/2014,3,3x3,37.78444802,-122.4043075,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,800 Presidio Ave,Private,02/12/2014,3,3x3,37.78444802,-122.4043075,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,1825 Folsom St,DPW,02/12/2014,3,3x3,37.76812566,-122.4153936,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
Undocumented,808 Detroit St,Private,02/12/2014,3,2x2,37.73403162,-122.4441853,Myoporum,Myoporum laetum,2014,Exotic,Myoporum
DPW Maintained,800 Presidio Ave,Private,02/12/2014,3,3x3,37.78444802,-122.4043075,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,800 Presidio Ave,Private,02/12/2014,3,3x3,37.78444802,-122.4043075,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,799X Guerrero St,DPW,02/12/2014,3,3x3,37.75859726,-122.4233953,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
DPW Maintained,800 Presidio Ave,Private,02/12/2014,3,3x3,37.78444802,-122.4043075,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,800 Presidio Ave,Private,02/12/2014,3,3x3,37.78444802,-122.4043075,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,1825 Folsom St,DPW,02/12/2014,1,Width 4ft,37.76810821,-122.4154496,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
DPW Maintained,799X Guerrero St,DPW,02/12/2014,3,3x4,37.75852389,-122.4233869,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Private,1142 Alabama St,Private,09/12/2014,3,3x3,37.75358781,-122.4111416,Photinia: Chinese photinia,Photinia fraseri,2014,CA Native,Photinia
Permitted Site,712 Waller St,Private,11/12/2014,3,6x7,37.77058885,-122.4354395,Fern Pine,Podocarpus gracilor,2014,Exotic,Podocarpus
Permitted Site,255 Broadway,Private,11/12/2014,3,6x6,37.79829554,-122.4016609,Lombardy Poplar,Populus nigra 'Italica',2014,Exotic,Populus
DPW Maintained,251 Broadway,Private,11/12/2014,3,6x6,37.79847679,-122.4012687,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,3339 Anza St,Private,15/12/2014,3,3x3,37.7781069,-122.4842884,Ornamental Cherry,Prunus serrulata,2014,Exotic,Prunus
DPW Maintained,3215 Folsom St,DPW,16/12/2014,3,3x3,37.74645496,-122.4134131,Chinese Elm,Ulmus parvifolia,2014,Exotic,Ulmus
DPW Maintained,624 VALLEJO ST,Private,17/12/2014,20,Width 0ft,37.79878847,-122.4076305,Banyan Fig,Ficus retusa nitida,2014,Exotic,Ficus
Permitted Site,620 Vallejo St,Private,17/12/2014,22,Width 0ft,37.79880152,-122.4075223,Banyan Fig,Ficus retusa nitida,2014,Exotic,Ficus
DPW Maintained,624 VALLEJO ST,Private,17/12/2014,21,Width 0ft,37.79877254,-122.4077422,Banyan Fig,Ficus retusa nitida,2014,Exotic,Ficus
DPW Maintained,54 WEST PORTAL AVE,Private,18/12/2014,3,3x3,37.74030497,-122.4666447,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,498 Oak St,DPW,18/12/2014,1,Width 4ft,37.77448473,-122.427378,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
DPW Maintained,820 Laguna St,DPW,18/12/2014,3,4X4,37.7789601,-122.4250781,Photinia: Chinese photinia,Photinia fraseri,2014,CA Native,Photinia
DPW Maintained,1050 Franklin St,DPW,18/12/2014,3,4X4,37.78433882,-122.4227127,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,1050 Sansome St,Private,18/12/2014,3,3x3,37.79986081,-122.4024387,Evergreen Pear,Pyrus kawakamii,2014,Exotic,Pyrus
DPW Maintained,1615 Market St,DPW,18/12/2014,3,4X4,37.77397299,-122.4206202,Yarwood Sycamore,Platanus x hispanica 'Yarwood',2014,Exotic,Platanus
DPW Maintained,830 Laguna St,Private,18/12/2014,3,3x3,37.77836045,-122.4266502,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
DPW Maintained,611 Paris St,Private,18/12/2014,3,3x3,37.71899453,-122.436913,Bronze Loquat,Eriobotrya deflexa,2014,Exotic,Eriobotrya
Permitted Site,1382 San Bruno Ave,Private,19/12/2014,3,3x3,37.75207498,-122.404333,Samuel Sommer Magnolia,Magnolia grandiflora 'Samuel Sommer',2014,Exotic,Magnolia
Permitted Site,780 Treat Ave,Private,19/12/2014,3,3x3,37.7576832,-122.4135468,Majestic Beauty Fruitless Olive,Olea europaea 'Majestic Beauty',2014,Exotic,Olea
Permitted Site,737 Shotwell St,Private,19/12/2014,3,3x3,37.7566367,-122.4154998,Jacaranda,Jacaranda mimosifolia,2014,Exotic,Jacaranda
Permitted Site,780 Treat Ave,Private,19/12/2014,3,3x3,37.7576832,-122.4135468,Majestic Beauty Fruitless Olive,Olea europaea 'Majestic Beauty',2014,Exotic,Olea
Permitted Site,1180 York St,Private,19/12/2014,3,3x3,37.75317255,-122.4082891,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
DPW Maintained,204 Russia Ave,Private,19/12/2014,3,3x3,37.7206513,-122.4353622,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,358 Edinburgh St,Private,19/12/2014,3,3x3,37.72342492,-122.4304502,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2014,CA Native,Ceanothus
Permitted Site,286 Munich St,Private,19/12/2014,3,3x3,37.72112356,-122.4267187,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,321 San Carlos St,Private,19/12/2014,3,3x3,37.75823479,-122.4197386,Saint Mary Magnolia,Magnolia grandiflora 'Saint Mary',2014,Exotic,Magnolia
Permitted Site,982 York St,Private,19/12/2014,3,3x3,37.75634221,-122.4086168,American Sweet Gum,Liquidambar styraciflua,2014,Exotic,Liquidambar
DPW Maintained,125 Bertita St,Private,19/12/2014,3,3x3,37.71921905,-122.439634,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
Permitted Site,780 Treat Ave,Private,19/12/2014,3,3x3,37.7576832,-122.4135468,Majestic Beauty Fruitless Olive,Olea europaea 'Majestic Beauty',2014,Exotic,Olea
Permitted Site,881 Shotwell St,Private,19/12/2014,3,3x3,37.75435143,-122.4152118,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
Permitted Site,1285 York St,Private,19/12/2014,3,3x3,37.75152307,-122.4079929,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
Permitted Site,1145 York St,Private,19/12/2014,3,3x3,37.75373356,-122.4082043,Victorian Box,Pittosporum undulatum,2014,Exotic,Pittosporum
Permitted Site,854 York St,Private,19/12/2014,3,3x3,37.75838924,-122.4087904,Victorian Box,Pittosporum undulatum,2014,Exotic,Pittosporum
DPW Maintained,750 Holly Park Cir,DPW,21/12/2014,3,2x2,37.7377681,-122.4207945,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
DPW Maintained,220 09th St,Private,21/12/2014,3,3x3,37.77454513,-122.4127744,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
DPW Maintained,271 09th St,DPW,21/12/2014,3,3x3,37.77420896,-122.4120579,Brisbane Box,Lophostemon confertus,2014,Exotic,Lophostemon
Permitted Site,944 Hampshire St,Private,22/12/2014,3,3x3,37.7569792,-122.4077545,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
Permitted Site,1 Sycamore St,Private,22/12/2014,2,3x2.5,37.79373356,-122.3924718,Jacaranda,Jacaranda mimosifolia,2014,Exotic,Jacaranda
Permitted Site,200 Lexington St,Private,22/12/2014,3,3x3,37.76009407,-122.4207446,Ginkgo: Autumn Gold,Ginkgo biloba 'Autumn Gold',2014,Exotic,Ginkgo
Permitted Site,798 SOUTH VAN NESS AVE,Private,22/12/2014,3,3x3,37.76052411,-122.4172013,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
DPW Maintained,741 South Van Ness Ave,DPW,22/12/2014,3,3x3,37.76130959,-122.4170466,Ornamental Pear,Pyrus calleryana,2014,Exotic,Pyrus
Permitted Site,3620-3622 20th St,Private,22/12/2014,3,3x3,37.75853998,-122.4217703,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
Permitted Site,3147 20th St,Private,22/12/2014,3,3x3,37.7590166,-122.4120099,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,3025 21st St,Private,22/12/2014,3,3x3,37.75721024,-122.4150786,Chinese Pistache,Pistacia chinensis,2014,Exotic,Pistacia
Permitted Site,3573-3575 19th St,Private,22/12/2014,3,3x3,37.75993065,-122.4230639,Mimosa Silk Tree,Albizia julibrissin,2014,Exotic,Albizia
Permitted Site,3315 20th St,Private,22/12/2014,3,3x3,37.75882121,-122.4150161,Victorian Box,Pittosporum undulatum,2014,Exotic,Pittosporum
Permitted Site,3147 20th St,Private,22/12/2014,3,3x3,37.7590166,-122.4120099,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,181-199 14th St,Private,22/12/2014,3,3x3,37.76840788,-122.4177515,Evergreen Pear,Pyrus kawakamii,2014,Exotic,Pyrus
Permitted Site,3351 18th St,Private,22/12/2014,3,3x3,37.76177347,-122.4185311,Bronze Loquat,Eriobotrya deflexa,2014,Exotic,Eriobotrya
Permitted Site,301-307 South Van Ness Ave,Private,22/12/2014,3,3x3,37.76833082,-122.4177255,Evergreen Pear,Pyrus kawakamii,2014,Exotic,Pyrus
DPW Maintained,741 South Van Ness Ave,DPW,22/12/2014,3,3x3,37.76130959,-122.4170466,Ornamental Pear,Pyrus calleryana,2014,Exotic,Pyrus
Undocumented,2780X 18th St,Private,22/12/2014,3,3x3,37.76182583,-122.4099287,Majestic Beauty Fruitless Olive,Olea europaea 'Majestic Beauty',2014,Exotic,Olea
DPW Maintained,90-98X Prague St,Private,22/12/2014,3,3x3,37.72067178,-122.425969,Trident Maple,Acer buergeranum,2014,Exotic,Acer
Permitted Site,2676 21st St,Private,22/12/2014,3,3x3,37.75773064,-122.4082432,Bronze Loquat,Eriobotrya deflexa,2014,Exotic,Eriobotrya
Permitted Site,919 South Van Ness Ave,Private,22/12/2014,3,3x3,37.75844587,-122.4167518,Fern Pine,Afrocarpus gracilior,2014,Exotic,Afrocarpus
DPW Maintained,90-98X Prague St,Private,22/12/2014,3,3x3,37.72076548,-122.4259083,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,3310 19TH ST,Private,22/12/2014,3,3x3,37.76045207,-122.4173067,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,2560 Bryant St,Private,22/12/2014,3,3x3,37.75342596,-122.4092594,Jacaranda,Jacaranda mimosifolia,2014,Exotic,Jacaranda
Permitted Site,200-212X Lexington St,Private,22/12/2014,3,3x3,37.76009531,-122.4207239,Ginkgo: Autumn Gold,Ginkgo biloba 'Autumn Gold',2014,Exotic,Ginkgo
Permitted Site,3147 20th St,Private,22/12/2014,3,3x3,37.7590166,-122.4120099,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,200-212X Lexington St,Private,22/12/2014,3,3x3,37.76009531,-122.4207239,Chinese Pistache,Pistacia chinensis,2014,Exotic,Pistacia
Permitted Site,295 Bartlett St,Private,22/12/2014,3,3x3,37.75228591,-122.4194778,Yarwood Sycamore,Platanus x hispanica 'Yarwood',2014,Exotic,Platanus
DPW Maintained,115 Guerrero St,DPW,22/12/2014,3,3X2,37.76937796,-122.424434,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
Permitted Site,3041 26th St,Private,22/12/2014,3,3x3,37.74945413,-122.4103451,New Bradford Pear,Pyrus calleryana 'New Bradford',2014,Exotic,Pyrus
Permitted Site,2835-2899X 26th St,Private,22/12/2014,3,3x3,37.74853714,-122.4256382,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
DPW Maintained,320 Guerrero St,DPW,22/12/2014,3,3x3,37.76600965,-122.4243466,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Undocumented,2780X 18th St,Private,22/12/2014,3,3x3,37.76182583,-122.4099287,Majestic Beauty Fruitless Olive,Olea europaea 'Majestic Beauty',2014,Exotic,Olea
Permitted Site,301-307 South Van Ness Ave,Private,22/12/2014,3,3x3,37.76836151,-122.4177285,Evergreen Pear,Pyrus kawakamii,2014,Exotic,Pyrus
DPW Maintained,3809 Cesar Chavez St,DPW,22/12/2014,3,3x3,37.74774938,-122.4252115,Maidenhair Tree,Ginkgo biloba,2014,Exotic,Ginkgo
Permitted Site,3467 19th St,Private,22/12/2014,3,3x3,37.76008883,-122.4207196,Ginkgo: Autumn Gold,Ginkgo biloba 'Autumn Gold',2014,Exotic,Ginkgo
Permitted Site,3008 22nd St,Private,22/12/2014,3,3x3,37.75574202,-122.4145955,Sawleaf Zelkova,Zelkova serrata,2014,Exotic,Zelkova
DPW Maintained,905 Guerrero St,DPW,22/12/2014,1,2X2,37.75666032,-122.4232042,Jacaranda,Jacaranda mimosifolia,2014,Exotic,Jacaranda
Permitted Site,200-212X Lexington St,Private,22/12/2014,3,3x3,37.76009531,-122.4207239,Chinese Pistache,Pistacia chinensis,2014,Exotic,Pistacia
DPW Maintained,1198 Folsom St,Private,23/12/2014,3,3x3,37.77504449,-122.4100941,Tulip Tree,Liriodendron tulipifera,2014,Exotic,Liriodendron
Permitted Site,1617 16th Ave,Private,23/12/2014,3,3x3,37.75774986,-122.4737421,New Zealand Ruby Glow Tea Tree,Leptospermum scoparium 'Ruby Glow',2014,Exotic,Leptospermum
DPW Maintained,1086 Church St,DPW,23/12/2014,2,Width 3ft,37.75357331,-122.427726,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
Permitted Site,1655 18th Ave,Private,23/12/2014,3,3x3,37.75699224,-122.4756642,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
DPW Maintained,387-389 12th Ave,Private,23/12/2014,3,3x3,37.78116132,-122.4708186,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
Permitted Site,1380 12th Ave,Private,23/12/2014,3,3x3,37.76245107,-122.4693309,Tarata,Pittosporum eugenioides,2014,Exotic,Pittosporum
DPW Maintained,600-602 Cabrillo St,Private,23/12/2014,3,3x3,37.77538439,-122.4650923,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,131 08th St,Private,23/12/2014,3,3x3,37.77717939,-122.412711,Jacaranda,Jacaranda mimosifolia,2014,Exotic,Jacaranda
DPW Maintained,761 Tehama St,Private,23/12/2014,3,3x3,37.77510231,-122.4118935,Santa Cruz Ironwood,Lyonothamnus floribundus subsp. asplenifolius,2014,CA Native,Lyonothamnus
Permitted Site,1617 16th Ave,Private,23/12/2014,3,3x3,37.75774986,-122.4737421,New Zealand Ruby Glow Tea Tree,Leptospermum scoparium 'Ruby Glow',2014,Exotic,Leptospermum
DPW Maintained,2883 Mission St,DPW,23/12/2014,3,4X4,37.7509463,-122.418223,Victorian Box,Pittosporum undulatum,2014,Exotic,Pittosporum
Permitted Site,2059 17th Ave,Private,23/12/2014,3,3x3,37.74950788,-122.4740684,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,1331 12th Ave,Private,23/12/2014,3,3x3,37.76330128,-122.4695497,Olive Tree,Olea europaea,2014,Exotic,Olea
Permitted Site,796 19th Ave,Private,23/12/2014,3,3x3,37.77295854,-122.4777044,Samuel Sommer Magnolia,Magnolia grandiflora 'Samuel Sommer',2014,Exotic,Magnolia
Permitted Site,1621 16th Ave,Private,23/12/2014,3,3x3,37.75767258,-122.4737367,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
Permitted Site,1221 14th Ave,Private,23/12/2014,3,3x3,37.76526644,-122.4718395,Peppermint Willow,Agonis flexuosa,2014,Exotic,Agonis
DPW Maintained,1086 Church St,DPW,23/12/2014,3,3x3,37.75349191,-122.4276971,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
Permitted Site,1630 16th Ave,Private,23/12/2014,3,3x3,37.75742565,-122.4735416,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
Permitted Site,1347 15th Ave,Private,23/12/2014,3,3x3,37.76287198,-122.4727974,Peppermint Willow,Agonis flexuosa,2014,Exotic,Agonis
Permitted Site,1241 04th Ave,Private,23/12/2014,3,3x3,37.76538394,-122.4611046,Maidenhair Tree,Ginkgo biloba,2014,Exotic,Ginkgo
Permitted Site,1673 18th Ave,Private,23/12/2014,3,3x3,37.75667133,-122.4756419,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
Permitted Site,1969 17th Ave,Private,23/12/2014,3,3x3,37.75119465,-122.4741856,Trident Maple,Acer buergeranum,2014,Exotic,Acer
DPW Maintained,734 11th Ave,Private,23/12/2014,3,3x3,37.77439194,-122.4690672,New Zealand Tea Tree,Leptospermum scoparium,2014,Exotic,Leptospermum
Permitted Site,1434 14th Ave,Private,23/12/2014,3,3x3,37.76127896,-122.4714226,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,1351 15th Ave,Private,23/12/2014,3,3x3,37.76280055,-122.4727924,Santa Cruz Ironwood,Lyonothamnus floribundus subsp. asplenifolius,2014,CA Native,Lyonothamnus
Permitted Site,1831 17th Ave,Private,23/12/2014,3,3x3,37.75373925,-122.4743625,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,1339 12th Ave,Private,23/12/2014,3,3x3,37.76315841,-122.4695397,New Zealand Tea Tree,Leptospermum scoparium,2014,Exotic,Leptospermum
Permitted Site,1627 16th Ave,Private,23/12/2014,3,3x3,37.75754814,-122.4737195,New Zealand Ruby Glow Tea Tree,Leptospermum scoparium 'Ruby Glow',2014,Exotic,Leptospermum
Permitted Site,1411 17th Ave,Private,23/12/2014,3,3x3,37.76155603,-122.4749076,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
Permitted Site,1669 18th Ave,Private,23/12/2014,3,3x3,37.75674264,-122.4756468,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',2014,Exotic,Magnolia
DPW Maintained,681 11th Ave,Private,23/12/2014,3,3x3,37.77556376,-122.4693375,Persimmon,Diospyros kaki,2014,Exotic,Diospyros
Permitted Site,1677 18th Ave,Private,23/12/2014,3,3x3,37.75660001,-122.4756369,Peppermint willow 'After Dark',Agonis flexuosa 'After Dark',2014,Exotic,Agonis
Permitted Site,1685 18th Ave,Private,23/12/2014,3,3x3,37.75645739,-122.475627,Purple Leaf Plum Krauter Vesuvius,Prunus cerasifera 'Krauter vesuvius',2014,Exotic,Prunus
DPW Maintained,695-699X 07th Ave,Private,23/12/2014,3,3x3,37.77625297,-122.4650104,Maidenhair Tree,Ginkgo biloba,2014,Exotic,Ginkgo
DPW Maintained,401-423X Wheeler Ave,Private,24/12/2014,3,3x3,37.71075281,-122.4004028,New Zealand Xmas Tree,Metrosideros excelsa,2014,Exotic,Metrosideros
DPW Maintained,150 Cayuga Ave,Private,24/12/2014,3,3x3,37.73093904,-122.4318476,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
DPW Maintained,512 Laguna St,DPW,24/12/2014,3,3X3,37.77580517,-122.4260652,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
Permitted Site,1445 14th Ave,Private,24/12/2014,3,3x3,37.76109411,-122.4715484,Champa,Magnolia champaca,2014,Exotic,Magnolia
DPW Maintained,400-422X Tocoloma Ave,Private,24/12/2014,3,3x3,37.71029321,-122.3986977,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2014,CA Native,Ceanothus
DPW Maintained,1450 Divisadero St,Mayor Office of Housing,24/12/2014,3,3x3,37.78288257,-122.439274,Sycamore: London Plane,Platanus x hispanica,2014,Exotic,Platanus
DPW Maintained,247 Theresa St,Private,24/12/2014,3,3x3,37.73002632,-122.4361259,Cherry Plum,Prunus cerasifera,2014,Exotic,Prunus
Permitted Site,61-79X Santa Ysabel Ave,Private,24/12/2014,3,3x3,37.72745042,-122.4392362,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
Permitted Site,61-79X Santa Ysabel Ave,Private,24/12/2014,3,3x3,37.72745042,-122.4392362,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
Permitted Site,816 Ortega St,Private,24/12/2014,3,3x3,37.75261543,-122.4722179,New Zealand Ruby Glow Tea Tree,Leptospermum scoparium 'Ruby Glow',2014,Exotic,Leptospermum
DPW Maintained,521 Goettingen St,Private,24/12/2014,3,3x3,37.7253829,-122.4058838,Peppermint Willow,Agonis flexuosa,2014,Exotic,Agonis
Permitted Site,1490-1498X 17th Ave,Private,24/12/2014,3,3x3,37.76086075,-122.4747896,Lemon Scented Tea Tree,Leptospermum petersonii,2014,Exotic,Leptospermum
Permitted Site,68X Wanda St,Private,24/12/2014,3,3x3,37.72292797,-122.4401959,Small-leaf Tristania 'Elegant',Tristaniopsis laurina 'Elegant',2014,Exotic,Tristaniopsis
Permitted Site,61-79X Santa Ysabel Ave,Private,24/12/2014,3,3x3,37.72745042,-122.4392362,Bronze Loquat,Eriobotrya deflexa,2014,Exotic,Eriobotrya
Permitted Site,61-79X Santa Ysabel Ave,Private,24/12/2014,3,3x3,37.72745042,-122.4392362,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
DPW Maintained,174 Cayuga Ave,Private,24/12/2014,3,3x3,37.73074419,-122.4325595,Swamp Myrtle,Tristaniopsis laurina,2014,Exotic,Tristaniopsis
DPW Maintained,6800 Geary Blvd,DPW,24/12/2014,3,8M,37.77972704,-122.4928834,Karo Tree,Pittosporum crassifolium,2014,Exotic,Pittosporum
Permitted Site,291 Capistrano Ave,Private,24/12/2014,3,3x3,37.72664629,-122.4381264,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
DPW Maintained,107 San Juan Ave,Private,24/12/2014,3,3x3,37.72489284,-122.4373101,Southern Magnolia,Magnolia grandiflora,2014,Exotic,Magnolia
DPW Maintained,231 Cotter St,Private,24/12/2014,3,3x3,37.72946894,-122.4366549,Olive Tree,Olea europaea,2014,Exotic,Olea
DPW Maintained,179 Gaven St,Private,24/12/2014,3,3x3,37.73312346,-122.4092327,Olive Tree,Olea europaea,2014,Exotic,Olea
DPW Maintained,400 Cayuga Ave,Private,24/12/2014,3,3x3,37.72984753,-122.4347972,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
DPW Maintained,450 Hamilton St,Private,24/12/2014,3,3x3,37.725411278805296,-122.4093266,Kwanzan Flowering Cherry,Prunus serrulata 'Kwanzan',2014,Exotic,Prunus
DPW Maintained,150 Cayuga Ave,Private,24/12/2014,3,3x3,37.73092161,-122.4319053,Ornamental Cherry,Prunus serrulata,2014,Exotic,Prunus
Permitted Site,61-79X Santa Ysabel Ave,Private,24/12/2014,3,3x3,37.72745042,-122.4392362,Bronze Loquat,Eriobotrya deflexa,2014,Exotic,Eriobotrya
Permitted Site,816 Ortega St,Private,24/12/2014,3,3x3,37.75261543,-122.4722179,New Zealand Ruby Glow Tea Tree,Leptospermum scoparium 'Ruby Glow',2014,Exotic,Leptospermum
DPW Maintained,401-423X Wheeler Ave,Private,24/12/2014,3,3x3,37.71061002,-122.400458,New Zealand Xmas Tree,Metrosideros excelsa,2014,Exotic,Metrosideros
DPW Maintained,62 San Gabriel Ave,Private,24/12/2014,3,3x3,37.72878628,-122.4385949,Ornamental Pear,Pyrus calleryana,2014,Exotic,Pyrus
DPW Maintained,225 Harvard St,Private,24/12/2014,3,3x3,37.72673578,-122.4206389,Hybrid Strawberry Tree,Arbutus 'Marina',2014,Exotic,Arbutus
DPW Maintained,400-422X Tocoloma Ave,Private,24/12/2014,3,3x3,37.71033858,-122.3986817,California Lilac 'Ray Hartman',Ceanothus 'Ray Hartman',2014,CA Native,Ceanothus
DPW Maintained,223 Sweeny St,Private,24/12/2014,3,3x3,37.73231928,-122.4098283,Australian Willow,Geijera parviflora,2014,Exotic,Geijera
